Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
802,0.0,1000,0,0,1000
803,-1.0,1000,0,0,999
804,19.0,829,0,1,827
805,0.0,1000,0,0,1000
806,19.0,600,0,1,598
807,0.0,1000,0,0,1000
808,-1.0,1000,0,0,999
809,-1.0,1000,0,0,999
810,0.0,1000,0,0,1000
811,0.0,1000,0,0,1000
812,-1.0,1000,0,0,999
813,0.0,1000,0,0,1000
814,0.0,1000,0,0,1000
815,0.0,1000,0,0,1000
816,0.0,1000,0,0,1000
817,0.0,1000,0,0,1000
818,0.0,1000,0,0,1000
819,0.0,1000,0,0,1000
820,0.0,1000,0,0,1000
821,-3.0,1000,0,0,997
822,0.0,1000,0,0,1000
823,0.0,1000,0,0,1000
824,-1.0,1000,0,0,999
825,0.0,1000,0,0,1000
826,-1.0,1000,0,0,999
827,0.0,1000,0,0,1000
828,0.0,1000,0,0,1000
829,0.0,1000,0,0,1000
830,-1.0,1000,0,0,999
831,19.0,237,0,1,235
832,0.0,1000,0,0,1000
833,0.0,1000,0,0,1000
834,0.0,1000,0,0,1000
835,0.0,1000,0,0,1000
836,0.0,1000,0,0,1000
837,-1.0,1000,0,0,999
838,0.0,1000,0,0,1000
839,-2.0,1000,0,0,998
840,0.0,1000,0,0,1000
841,0.0,1000,0,0,1000
842,0.0,1000,0,0,1000
843,0.0,1000,0,0,1000
844,0.0,1000,0,0,1000
845,0.0,1000,0,0,1000
846,0.0,1000,0,0,1000
847,0.0,1000,0,0,1000
848,0.0,1000,0,0,1000
849,-1.0,1000,0,0,999
850,0.0,1000,0,0,1000
851,0.0,1000,0,0,1000
852,-2.0,1000,0,0,998
853,0.0,1000,0,0,1000
854,0.0,1000,0,0,1000
855,0.0,1000,0,0,1000
